"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","100","90","100","90","110","110","100","100","110","110","110","70","70","70","70","70","70","70","70","70","70","70","70","80","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","","","",
"Australia","AUS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4615850","4636880","4664710","4690090","4729760","4741540","4767280","4748210","4789430","4817870","4832530","4844570","4870170","4877270","4868370","4877730","4786110","4765300","4804770","4829260","4827410","4780810","4711250","4730390","4729600","4708850","4710200","4722830","4670770","4644810","4629740","4661780","4602860","4691000","4633480","4652210","4622000","4637860","4537290","4555000","4557000","4470000","4395000","4401100","4451490","4349250","4254490","4172880","4090290","3985800","4096725.9375","4054740","3966153.125","4062690","3659130","3710780","","","",
"Austria","AUT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35553.9990234375","35310","34898.0004882813","34765","34641.9995117188","34060","33736.9995117188","33593.0004882813","33511.0009765625","33358.0004882813","33208.9990234375","33071.0009765625","32221.9995117188","32073.0004882813","31895","31835","31776.0009765625","31808.0004882813","31428.9990234375","31410","31553.9990234375","31426.9995117188","30258.9990234375","30331.9995117188","30375","30268.0004882813","30280","30483.0004882813","30506.0009765625","30238.9990234375","30368.9990234375","30130","29990","29941.0009765625","29811.0009765625","29733.0004882813","29646.0009765625","29598.9990234375","29551.9995117188","29401.9995117188","29161.0009765625","29021.9995117188","28852.2998046875","28673.9990234375","28568.0004882813","28433.0004882813","28301.0009765625","28093.9990234375","27950","27791.9995117188","27573.0004882813","27351.9995117188","27163.9990234375","27141.9995117188","27184.4995117188","26701.69921875","","","",
"Azerbaijan","AZE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44462.001953125","44566.0009765625","44860","44891.0009765625","45262.001953125","45887.001953125","46821.0009765625","46923.9990234375","47403.9990234375","47456.0009765625","47448.9990234375","47546.0009765625","47548.9990234375","47586.0009765625","47560","47565","47567.001953125","47572.998046875","47667.998046875","47687.001953125","47682.998046875","47697.998046875","47697.001953125","47697.998046875","47730","","","",
"Burundi","BDI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","15750","15900","16040","16050","16240","16210","16660","16760","18970","18800","18990","19060","20000","20300","20600","20950","21430","21200","21000","20880","20750","20600","20600","20600","20600","20820","20920","21050","21050","21100","21100","21200","21230","20730","20370","19930","19520","19130","18870","18670","18510","18340","18330","18480","18190","17830","17330","17830","18330","18330","18830","19330","20330","20330","20330","20330","","","",
"Belgium","BEL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13895.9997558594","13868.0004882813","13890.9997558594","13921.9995117188","13913.0004882813","13830","13800","13669.0002441406","13653.0004882813","13635.9997558594","13556.9995117188","13356.9995117188","13320","13365","13313.0004882813","13280","13508.0004882813","","","",
"Benin","BEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","14420","14620","14820","15020","15220","15520","15920","16220","17070","17270","17770","18070","18270","18570","18970","19270","19570","19770","19970","20270","20570","20900","21000","21100","21300","21900","22000","22100","22200","22700","22800","22950","23200","24000","25200","27100","28900","30500","31100","31950","32650","33650","34670","35670","35200","33350","33400","34450","33500","34400","35300","37000","37500","37500","37500","37500","","","",
"Burkina Faso","BFA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","81390","81490","81590","81690","81790","81900","82000","82100","82220","82360","82200","83020","83730","84530","85360","85850","86350","86850","87350","87850","88350","88850","89350","89850","90350","90850","91400","95640","96000","95750","95500","95250","95000","94310","94500","95500","98500","99700","99700","97700","105700","107700","111700","106700","109700","107700","109700","120700","117700","120800","117900","121000","123000","121000","121000","121000","","","",
"Bangladesh","BGD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","94800","94770","94800","95200","96370","96500","96950","96690","96750","96970","96950","99910","99890","99890","100040","99980","99910","99870","99830","99870","99810","99780","99640","100600","100270","100410","101150","104270","104430","103860","103200","95490","94460","93580","93740","93270","93650","94340","94860","94000","94030","93530","93280","93230","93110","92800","92660","92530","92460","92410","91280","91200","91080","90990","91622.40234375","91942.099609375","","","",
"Bulgaria","BGR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","56730","56850","56930","57720","57930","58020","58630","58810","60220","60100","60090","60220","59820","60380","59550","61980","62060","62110","62060","61810","61790","61820","61770","61720","61690","61660","61660","61620","61680","61590","61610","61540","61210","61590","61640","61640","62030","56450","56790","55820","54980","53250","53260","53300","52650","51900","51160","51010","50300","50520","50880","51230","49950","49770","50118.9990234375","50210","","","",
"Bahrain","BHR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","70","70","70","70","70","70","70","70","70","70","70","70","70","70","80","100","100","100","100","100","90","80","80","80","80","80","80","80","80","80","80","90","90","90","90","90","90","90","100","91.9999980926514","91.9999980926514","91.9999980926514","88.9999961853027","86.9999980926514","86.9999980926514","85.5000019073486","83.9999961853027","81.9999980926514","83.5999965667725","86.0000038146973","86.0000038146973","86.0000038146973","86.0000038146973","86.0000038146973","86.0000038146973","86.0000038146973","","","",
"Bahamas, The","BHS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","110","110","110","110","110","110","110","110","110","120","120","120","120","120","120","120","120","120","120","120","120","120","120","120","130","130","130","130","130","130","130","130","130","150","150","140","140","140","140","140","140","","","",
"Bosnia and Herzegovina","BIH","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000","21900","21800","21750","21700","21650","21600","21050","21300","21260","21230","21690","21693.9990234375","21570","21590","21490","21300","21280","21440","21510","21560","21610","21570","21760","22090","","","",
"Belarus","BLR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93910","93540","93460","93390","93330","93060","93070","92810","92520","91280","90250","89860","89570","89490","89580","89160","89170","89270","88980","88750","87960","87112.001953125","86239.00390625","85742.001953125","85327.001953125","","","",
"Belize","BLZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","790","790","800","800","800","810","810","810","820","820","830","830","840","840","850","850","860","930","940","960","970","970","970","970","1010","1030","1120","1150","1200","1260","1300","1360","1430","1430","1460","1470","1480","1480","1500","1490","1490","1520","1520","1520","1520","1520","1520","1520","1550","1570","1570","1600","1600","1600","1600","1600","","","",
"Bermuda","BMU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4.00000005960464","3.00000011920929","3.00000011920929","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","4.00000005960464","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","3.00000011920929","","","",
"Bolivia","BOL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","300420","299420","298070","298780","299150","299510","299880","300240","302610","302970","307340","312700","313080","318430","323800","324160","329530","329890","335250","335620","340990","341360","341730","347170","346870","352030","352270","352500","354700","354550","357960","358310","362130","363510","366000","366840","368740","369820","370690","371430","371560","373110","366470","366170","369620","371120","373900","374850","376730","375160","375570","376510","377380","377020","376610","376850","","","",
"Brazil","BRA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1505310","1559130","1615110","1660410","1703950","1750940","1795890","1852230","1937780","1953970","1996320","2028370","2058610","2100430","2134160","2160070","2185500","2200390","2225130","2242780","2258240","2281360","2288210","2299240","2310410","2340550","2357910","2376870","2394320","2416080","2449410","2467090","2494630","2514180","2584720","2590190","2595660","2601120","2607590","2614060","2634650","2658680","2684690","2721320","2724325.9375","2727840","2716380","2735000","2735400","2734630","2753730","2756070","2795620","2835790","2840830","2835460","","","",
"Barbados","BRB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","180","180","180","170","170","160","160","160","160","160","160","150","140","130","125","120","110","100","","","",
"Brunei Darussalam","BRN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","210","210","210","240","240","230","230","240","240","240","190","180","180","180","180","170","150","150","150","140","140","130","130","120","120","120","120","120","120","110","110","110","110","110","100","100","100","100","100","100","110","110","110","110","110","103.000001907349","113.999996185303","113.999996185303","133.999996185303","133.999996185303","133.999996185303","133.999996185303","143.999996185303","143.999996185303","143.999996185303","143.999996185303","","","",
"Bhutan","BTN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3610","3630","3630","3650","3660","3680","3680","3700","3700","3820","3820","3850","3850","3920","3920","3980","4000","4000","4050","4130","4130","4180","4300","4440","4440","4440","4650","4600","4520","4540","5040","5040","5050","5090","5650","5700","5720","5720","5720","5300","5350","5350","5370","5840","5930","5770","5630","5212.99987792969","5200","5200","5195.99975585938","5195.99975585938","5195.99975585938","5255.99975585938","5255.99975585938","5190","","","",
"Botswana","BWA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","260000","260000","260000","260000","260010","260010","260010","260010","260010","260010","260010","260020","260020","260020","260020","260020","260020","260020","260040","260040","260040","260060","260060","260060","260080","260080","260100","260100","260150","260210","259010","258510","259510","259960","259460","259460","259010","258310","258410","259510","258010","258460","257960","258270","258415","258030","257840","258810","259180","258610","259260","258870","258790","260010","258615.99609375","258615.99609375","","","",
"Central African Republic","CAF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","47380","47480","47560","47700","47800","47900","48000","48100","48200","48300","48400","48500","48600","48700","48900","49000","49100","49200","49300","49450","49450","49600","49700","49820","49830","50040","50050","50060","50060","50060","50080","50200","50200","50200","50100","50220","51230","51490","51490","51490","51490","51490","51950","52150","52150","52100","52100","52100","52300","50800","50800","50800","50800","50800","50800","50800","","","",
"Canada","CAN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","698250","699530","700810","702080","703370","704640","701040","697430","693820","690210","686610","686130","685660","685190","684720","684250","679180","674110","669030","663960","658890","662760","666640","670510","674390","678250","678120","677980","677820","677680","677530","678140","678740","679340","679940","680550","679440","678340","677230","676130","675020","675170","675350","675510","675690","659540","652823.984375","646108.0078125","639401.9921875","632686.015625","625970","626118.0078125","626266.015625","626413.984375","626561.9921875","626710","","","",
"Central Europe and the Baltics","CEB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","476790","476470","475850","476230","474830","475110","474340","475330","474350","473580","473070","471820","470470","470060","468950","471090","470540","469850","468720","467790","466380","466180","466080","466570","466420","466060","466390","465880","462170","461950","461720","560840","624860","621440","615910","610780","610260","605100","604520","591050","575370","562642.00012207","553227.00012207","545347.000732422","545879.000244141","544531.999511719","533504.998779297","536185.600585938","536005.199584961","526624.600219727","528593.098144531","524572.899780274","518923.099975586","518224.400024414","519249.897460938","516233.798828125","","","",
"Switzerland","CHE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","17363.0004882813","17334.0002441406","17191.9995117188","17104.0002441406","17015.9997558594","16956.9995117188","16888.0004882813","16860.9997558594","16874.0002441406","16739.0002441406","16654.0002441406","16628.0004882813","16536.9995117188","16475","16438.0004882813","16425.9997558594","16414.0002441406","16449.0002441406","16586.9995117188","16539.0002441406","16490","16440.9997558594","16393.0004882813","16345","16295.9997558594","16248.0004882813","16200","16150.9997558594","16104.0002441406","16056.9995117188","16009.0002441406","15961.9995117188","15915","15868.0004882813","15820.9997558594","15788.0004882813","15756.9995117188","15723.0004882813","15690.9997558594","15660","15625.9997558594","15595","15561.9995117188","15531.9995117188","15500","15468.0004882813","15435","15405.9997558594","15375","15345.9997558594","15315.9997558594","15286.9995117188","15248.8000488281","15219.0002441406","15189.3005371094","15159.6997070313","","","",
"Channel Islands","CHI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","90","90","90","90","90","90","90","90","88.9999961853027","88.9999961853027","88.9999961853027","88.9999961853027","88.0000019073486","88.0000019073486","88.0000019073486","88.0000019073486","88.0000019073486","86.9999980926514","86.9999980926514","86.9999980926514","86.9999980926514","86.9999980926514","86.0000038146973","86.0000038146973","86.0000038146973","86.0000038146973","86.0000038146973","85","85","85","85","85","83.9999961853027","83.9999961853027","83.9999961853027","83.9999961853027","81.0000038146973","80","79.0000009536743","79.0000009536743","75","74.0000009536743","74.0000009536743","75","75.9999990463257","83.9999961853027","81.9999980926514","81.0000038146973","88.0000019073486","91.0000038146973","96.0000038146973","95","94.2000007629395","94.7999954223633","91.9999980926514","91.9999980926514","","","",
"Chile","CHL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","133860","135560","137260","138980","140690","142380","144580","146780","148480","151000","153500","156000","158380","162500","165500","172000","171000","170000","169000","168500","167500","166000","165500","165000","164720","164360","161630","161540","161690","158990","157890","155560","154770","154500","153300","152320","152220","152190","150600","151100","151500","155650","154250","159350","158850","158000","157320","157840","157820","157430","157890","157550","157810","157612.001953125","157850","157417.998046875","","","",
"China","CHN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3423500","3451000","3479500","3508000","3546000","3582000","3618000","3654000","3700000","3746000","3792500","3838700","3894800","3961000","4007100","4066600","4126000","4184700","4231900","4276040","4329090","4425180","4529280","4645370","4763470","4824560","4877660","4933750","4994850","5056940","5113790","5143140","5182230","5228330","5228330","5228720","5233330","5236830","5231330","5220030","5199150","5185330","5161330","5164330","5174330","5141330","5145680","5145490","5145530","5145500","5145530","5145530","5145530","5145530","5278330","5277330","","","",
"Cote d'Ivoire","CIV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","156800","158800","158800","159800","160800","160800","161500","161500","162000","162000","163000","163100","164400","166250","167150","168400","170800","172100","172250","172550","173700","174900","175840","179010","181800","182800","184000","187200","188200","189300","189500","192000","195020","197000","198000","198000","197000","197000","196000","196000","196000","196000","196000","200000","202000","203000","206000","206000","206000","206000","206000","206000","206000","206000","206000","206000","","","",
"Cameroon","CMR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","75100","75700","76200","76800","77400","78000","78700","79200","79700","79780","80280","80950","81600","82800","83950","85100","86440","86710","89120","89300","89600","90100","90600","91100","91600","92300","92100","92100","91900","91700","91500","91600","91600","91600","91600","91600","91600","91600","91600","91600","91600","91600","91600","92100","92130","92130","92130","92630","93130","97000","97500","97500","97500","97500","97500","97500","","","",
"Congo, Dem. Rep.","COD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","250500","250700","251000","251300","251500","251700","252000","252500","253000","253500","254000","254500","255000","255500","255500","256000","256300","256500","256500","257000","257500","257700","258000","258500","259000","259500","259500","259500","259500","259600","259800","260000","260000","260000","258000","258000","257000","257000","256000","256000","255500","255500","255500","255500","255500","255860","256500","257000","257450","257650","260400","262000","262000","262000","262000","262000","","","",
"Congo, Rep.","COG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","105400","105400","105420","105430","105430","105430","105430","105430","105440","105480","105480","105500","105540","105580","105620","105680","105650","105200","105220","105250","105280","105540","105580","105620","105680","105650","105400","105420","105440","105210","105230","105250","105300","105180","105200","105220","105360","105380","105440","105400","105400","105400","105400","105450","105470","105500","105500","105500","105630","105760","105960","106020","106270","106270","106270","106270","","","",
"Colombia","COL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","399700","409720","414930","419950","430080","430200","430230","430250","430300","430300","450540","450680","450840","450990","451150","451300","453150","452610","452770","452920","453080","453230","453390","453560","453750","453950","454010","452830","451830","450830","448840","449830","449030","448650","445130","449200","450820","455430","456680","448590","417450","416070","420510","423910","425570","421740","424360","426140","425400","425030","417210","426176.015625","448156.015625","449871.6015625","446656.015625","446656.015625","","","",
"Comoros","COM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","1000","1000","1000","1000","1000","1000","1100","1100","1100","1130","1140","1140","1140","1140","1150","1150","1200","1220","1240","1260","1300","1320","1330","1350","1350","1350","1350","1330","1330","1330","1330","1330","1330","1330","1330","1330","1330","1330","1330","","","",
"Cabo Verde","CPV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","650","670","670","680","680","690","690","690","700","700","720","720","710","710","730","740","740","750","750","760","760","780","780","780","780","840","840","790","790","790","","","",
"Costa Rica","CRI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13950","14100","14200","14850","15550","16350","16360","17160","17900","18560","18870","18870","20480","20480","21220","22050","22870","23600","24430","25160","25990","26790","26820","27480","26810","26120","25390","24630","23780","23050","22380","21600","21130","20950","20480","19950","19530","19150","18880","18400","18330","18260","18290","18220","18050","18150","18000","17930","18160","18190","18190","18120","17965","17800.9997558594","17800","17595","","","",
"Caribbean small states","CSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","22340","22370","22400","22420","22200","22340","22330","22350","22390","22320","22410","22390","22530","22548.9999961853","22540","23360","24240","25150","25982.0000076294","25975","25967.9999923706","25800","25672.0000076294","25725","25777.9999923706","25842.0000076294","25960","25990","26060","26148.9999961853","26237.9999923706","26297.0000076294","26637.0000076294","26585","26500","26453.9999961853","26350","26235","26283.9999961853","25976.9999980927","25901.9999980927","25732.0000076294","25780","25656.3000011444","25167.0000267029","25159.1000366211","25099.8999977112","24960.0000333786","25135.0000190735","25096.0000324249","25096.0000038147","25047.9999732971","25162.9999732971","25207.9999732971","25286.0000038147","25376.0000038147","","","",
"Cuba","CUB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35500","38050","40380","47550","45480","45100","46210","47270","47450","50220","50730","55810","58510","56310","58100","59970","60380","59480","58620","59370","59380","60830","61790","61420","62220","64510","67260","67880","67720","67410","67550","67750","67300","66860","66840","66150","66870","66740","66600","65540","66560","66540","66380","65280","66370","66300","66200","65670","65137.998046875","64612.001953125","64077.998046875","64056.0009765625","63422.998046875","62789.1015625","62402.998046875","62267.001953125","","","",
"Curacao","CUW","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","27.0000004768372","","","",
"Cyprus","CYP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4040","4020","4050","4030","4020","4000","4010","4010","3990","3980","3960","3940","3942.00012207031","2870","1803.00003051758","1778.99993896484","1761.00006103516","1743.00003051758","1725","1715","1758.99993896484","1820","1830","1820","1628.00003051758","1631.99996948242","1623.99993896484","1613.99993896484","1613.99993896484","1606.00006103516","1591.99996948242","1596.00006103516","1586.99996948242","1433.99993896484","1431.00006103516","1431.99996948242","1421.99996948242","1441.99996948242","1441.99996948242","1415","1400","1400","1540","1560","1670","1570","1471.99996948242","1155.99998474121","1275.99998474121","1145","1163.00003051758","1169.00001525879","1088.30001831055","1089.80003356934","1275.1000213623","1123.30001831055","","","",
"Czech Republic","CZE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42820","42840","42800","42800","42800","42840","42820","42800","42780","42720","42690","42650","42600","42540","42490","42440","42390","42340","42290","42250","35210","35160","34940","34890","","","",
"Germany","DEU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","193750","193930","194020","194580","195340","195310","194120","192850","192540","190230","189520","189490","188970","188210","187920","187580","187090","186590","185940","185190","184610","183960","183300","182840","182440","182080","181250","180970","180560","180320","171360","169510","171620","173080","173430","173370","173270","173730","171520","170680","170340","169670","170010","170130","170310","169460","169500","169210","168860","167000","167190","166640","166970","167250","167310","166570","","","",
"Djibouti","DJI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","13010","12990","13360","13710","14010","14010","14510","14810","15010","15010","15510","16010","16810","17010","17010","17010","17010","17013.0004882813","17015","17011.9995117188","17013.0004882813","17015.9997558594","17020","17020","17020","17020","17020","17020","","","",
"Dominica","DMA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","170","180","170","170","180","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","190","180","180","180","180","180","180","180","170","170","170","170","190","210","220","220","220","220","220","220","220","220","230","250","250","250","250","250","250","250","","","",
