"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Brunei Darussalam","BRN","CO2 emissions (kt)","EN.ATM.CO2E.KT","333.697","304.361","370.367","355.699","341.031","333.697","491.378","440.04","429.039","487.711","8210.413","7517.35","9460.86","9981.574","8184.744","7080.977","6024.881","6395.248","9541.534","7440.343","6882.959","1470.467","2093.857","2706.246","1917.841","2596.236","2299.209","3318.635","5716.853","6347.577","6193.563","5309.816","5214.474","4968.785","4693.76","4789.102","4869.776","5060.46","5269.479","3909.022","4712.095","4506.743","4378.398","4591.084","4998.121","5005.455","4862.442","8415.765","9119.829","7862.048","8203.079","9695.548","9666.212","7803.376","9108.828","","","","","",
"Bhutan","BTN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","3.667","3.667","3.667","3.667","3.667","3.667","3.667","7.334","11.001","22.002","22.002","25.669","33.003","29.336","51.338","62.339","55.005","102.676","110.01","62.339","128.345","187.017","216.353","183.35","212.686","249.356","300.694","392.369","381.368","385.035","396.036","385.035","418.038","377.701","308.028","396.036","392.369","392.369","421.705","388.702","487.711","733.4","817.741","920.417","1001.091","","","","","",
"Botswana","BWA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","22.002","51.338","88.008","187.017","594.054","781.071","832.409","942.419","986.423","1008.425","1100.1","1030.427","1045.095","1158.772","1067.097","1239.446","1301.785","1430.13","2702.579","2636.573","2779.586","3197.624","3032.609","3047.277","2757.584","2801.588","3344.304","3160.954","3780.677","3850.35","3978.695","3828.348","3898.021","4096.039","4136.376","4231.718","4506.743","3762.342","4686.426","4176.713","4231.718","5229.142","7033.306","","","","","",
"Central African Republic","CAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","88.008","88.008","73.34","73.34","73.34","88.008","84.341","91.675","183.35","187.017","209.019","183.35","168.682","161.348","113.677","102.676","128.345","128.345","146.68","102.676","106.343","135.679","143.013","146.68","150.347","161.348","161.348","260.357","231.021","249.356","198.018","205.352","216.353","223.687","234.688","234.688","234.688","245.689","249.356","264.024","267.691","245.689","245.689","234.688","234.688","234.688","249.356","253.023","253.023","253.023","264.024","278.692","293.36","297.027","300.694","","","","","",
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","192895.201","194182.318","207185.5","211109.19","237801.283","252153.921","259319.239","281896.958","303539.592","307400.943","341485.708","352607.719","381136.979","381621.023","389970.782","397143.434","399317.965","408151.768","415896.472","442067.851","443233.957","430003.421","414811.04","408687.15","425595.687","422079.034","405053.153","431349.21","456053.789","463274.112","435181.225","426780.128","440978.752","445580.837","456849.528","467637.842","479419.913","495294.356","506533.711","515389.516","534380.909","527926.989","519335.208","553100.944","552198.862","557417.003","543819.767","554355.058","561028.998","536764.459","534670.602","537112.824","517457.704","517160.677","537193.498","","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kt)","EN.ATM.CO2E.KT","466533.409572869","491649.846074341","526298.905896685","569115.739168458","611356.776400714","630347.382815115","650420.272526013","676656.312437655","722506.737806506","776524.936624784","808071.095567516","832585.07880542","869398.705220759","905753.82738241","935124.756842526","997763.901919111","1056884.29342088","1100015.68193646","1156662.28304623","1168855.29732746","1200252.1758155","1127030.11279041","1155830.57765582","1166616.09050712","1165133.94884985","1186219.81307471","1207582.91242971","1241032.39716973","1198460.81035923","1164222.27178728","998302.377844954","910237.572467898","869420.031","862779.094","809460.914","829141.703","841616.837","819783.519","772365.542","730323.387","716172.434","735427.851","723609.11","747044.907","737158.675","741020.026","767081.395","767136.4","751518.647","682828.403","712993.145","715087.002","676033.452","658046.817","636385.848","","","","","",
"Switzerland","CHE","CO2 emissions (kt)","EN.ATM.CO2E.KT","19523.108","20388.52","24154.529","29104.979","28166.227","30370.094","31528.866","32562.96","36028.275","38096.463","40296.663","41943.146","42973.573","46262.872","41481.104","39097.554","40483.68","41085.068","42218.171","39911.628","40538.685","38859.199","36629.663","40069.309","39174.561","39827.287","42295.178","40252.659","40711.034","39467.921","42610.54","42705.882","42793.89","40751.371","41323.423","39225.899","39885.959","41466.436","41704.791","40692.699","39049.883","42944.237","40696.366","40175.652","40366.336","41338.091","41851.471","37986.453","40403.006","41646.119","38994.878","36967.027","37773.767","40226.99","35305.876","","","","","",
"Channel Islands","CHI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kt)","EN.ATM.CO2E.KT","13490.893","14473.649","16725.187","17355.911","17524.593","17766.615","18793.375","19259.084","21224.596","22555.717","24664.242","27095.463","28191.896","27652.847","25955.026","23014.092","24103.191","23109.434","22948.086","24862.26","25265.63","24554.232","20615.874","20839.561","22200.018","21503.288","22247.689","22673.061","26926.781","32386.944","33314.695","31323.514","32474.952","34627.481","38103.797","41745.128","48499.742","56394.793","57641.573","61502.924","58815.013","53340.182","55162.681","55602.721","59775.767","61818.286","64814.225","71638.512","71851.198","66805.406","72250.901","79243.87","80974.694","83226.232","82562.505","","","","","",
"China","CHN","CO2 emissions (kt)","EN.ATM.CO2E.KT","780726.302","552066.85","440359.029","436695.696","436923.05","475972.933","522789.522","433234.048","468928.626","577237.138","771617.474","876633.02","931575.681","968542.708","988014.478","1145607.47","1196193.735","1310310.775","1462168.579","1494859.884","1467192.369","1451501.276","1580260.647","1667029.201","1814908.31","1966553.428","2068969.071","2209708.531","2369501.723","2408540.605","2442431.019","2565594.548","2690455.898","2878694.009","3058241.33","3320285.15","3463089.131","3469510.048","3324344.519","3318055.614","3405179.867","3487566.356","3850269.326","4540417.061","5233538.733","5896957.705","6529291.518","7030797.772","7553070.247","8001008.965","8776040.416","9733538.12","10028573.939","10258007.128","10291926.878","","","","","",
"Cote d'Ivoire","CIV","CO2 emissions (kt)","EN.ATM.CO2E.KT","462.042","553.717","586.72","623.39","762.736","1173.44","1294.451","1488.802","1763.827","2086.523","2442.222","2706.246","3014.274","3208.625","3560.657","3989.696","3964.027","4055.702","4818.438","5423.493","6222.899","4466.406","6109.222","4840.44","5405.158","7326.666","5966.209","7682.365","9160.166","8522.108","5034.791","4561.748","4099.706","5346.486","4686.426","6618.935","7840.046","7568.688","6912.295","6266.903","6791.284","7726.369","7286.329","5460.163","7664.03","7825.378","6996.636","6776.616","6776.616","5658.181","6967.3","7249.659","9295.845","10685.638","11045.004","","","","","",
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","271.358","282.359","289.693","300.694","337.364","311.695","344.698","458.375","506.046","572.052","638.058","810.407","861.745","898.415","975.422","1162.439","1092.766","1565.809","2002.182","1829.833","3905.355","5342.819","6343.91","6589.599","6057.884","6475.922","1994.848","1844.501","2200.2","7634.694","1734.491","1103.767","3788.011","3898.021","3817.347","4228.051","4462.739","3215.959","3208.625","3080.28","3432.312","3421.311","3417.644","3795.345","3956.693","3696.336","3861.351","5834.197","5544.504","6725.278","6780.283","5768.191","6127.557","6772.949","7003.97","","","","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kt)","EN.ATM.CO2E.KT","2321.211","2357.881","2174.531","2295.542","1976.513","2471.558","2405.552","2291.875","3369.973","3652.332","2713.58","2962.936","3021.608","3193.957","3369.973","3237.961","3413.977","3487.317","3538.655","3755.008","3501.985","3777.01","3072.946","4026.366","3964.027","3641.331","3377.307","3854.017","4019.032","4393.066","4070.37","2962.936","2816.256","2592.569","1639.149","2123.193","2317.544","1899.506","1668.485","1382.459","814.074","836.076","927.751","986.423","1199.109","1499.803","1609.813","1756.493","1859.169","1749.159","2020.517","2493.56","2401.885","3589.993","4671.758","","","","","",
"Congo, Rep.","COG","CO2 emissions (kt)","EN.ATM.CO2E.KT","223.687","267.691","238.355","234.688","267.691","245.689","308.028","322.696","451.041","502.379","572.052","685.729","663.727","1221.111","1624.481","1100.1","1235.779","480.377","322.696","348.365","407.037","473.043","1345.789","1144.104","1140.437","1279.783","1067.097","1323.787","1499.803","1507.137","1188.108","1004.758","1279.783","1320.12","2148.862","1565.809","1716.156","2343.213","777.404","821.408","1048.762","766.403","575.719","916.75","949.753","982.756","1118.435","1213.777","1309.119","1745.492","1980.18","2258.872","2970.27","3087.614","3094.948","","","","","",
"Colombia","COL","CO2 emissions (kt)","EN.ATM.CO2E.KT","16409.825","18217.656","19442.434","21257.599","21708.64","22885.747","23501.803","24715.58","26604.085","28048.883","28404.582","30326.09","31481.195","33699.73","36479.316","35896.263","38089.129","39354.244","41682.789","44433.039","44356.032","44458.708","45914.507","49449.495","48980.119","48378.731","49101.13","50487.256","52445.434","53233.839","57337.212","57120.859","62049.307","64022.153","67571.809","59614.419","60527.502","64909.567","65976.664","56512.137","57923.932","56273.782","55661.393","57421.553","55071.006","60945.54","62940.388","62430.675","68088.856","72661.605","76174.591","76530.29","79951.601","89625.147","84091.644","","","","","",
"Comoros","COM","CO2 emissions (kt)","EN.ATM.CO2E.KT","11.001","11.001","11.001","11.001","11.001","14.668","18.335","18.335","18.335","18.335","29.336","29.336","29.336","29.336","29.336","33.003","40.337","40.337","29.336","22.002","47.671","47.671","47.671","47.671","47.671","47.671","44.004","47.671","51.338","51.338","62.339","66.006","66.006","69.673","69.673","73.34","77.007","80.674","88.008","91.675","102.676","102.676","102.676","132.012","143.013","139.346","161.348","102.676","106.343","132.012","161.348","135.679","143.013","176.016","154.014","","","","","",
"Cabo Verde","CPV","CO2 emissions (kt)","EN.ATM.CO2E.KT","22.002","22.002","18.335","14.668","29.336","25.669","22.002","18.335","29.336","36.67","36.67","36.67","51.338","62.339","66.006","77.007","73.34","80.674","209.019","249.356","121.011","33.003","36.67","36.67","84.341","84.341","58.672","80.674","73.34","80.674","95.342","99.009","106.343","110.01","113.677","121.011","143.013","146.68","157.681","183.35","216.353","234.688","275.025","308.028","330.03","440.04","473.043","506.046","469.376","524.381","557.384","616.056","506.046","498.712","491.378","","","","","",
"Costa Rica","CRI","CO2 emissions (kt)","EN.ATM.CO2E.KT","491.378","491.378","550.05","601.388","674.728","847.077","993.757","876.413","1037.761","1147.771","1250.447","1529.139","1763.827","2046.186","1906.84","2038.852","2086.523","2614.571","2922.599","2794.254","2464.224","2251.538","2086.523","2104.858","2002.182","2266.206","2607.237","2757.584","2940.934","2973.937","2955.602","3336.97","3791.678","3953.026","5269.479","4866.109","4748.765","4987.12","5317.15","5522.502","5474.831","5760.857","6325.575","6626.269","6930.63","6868.291","7099.312","8122.405","8129.739","7902.385","7568.688","7741.037","7766.706","7598.024","7759.372","","","","","",
